Country Name	Indicator Name	1990	1991	1992	1993	1994	1995	1996	1997	1998	1999	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013
Azerbaijan	Female legistlators, senior officials and managers (% of total)														15.1271762415	47.5308607817	47.6588634843	15.8759122817	5.192307784	7.1278826855					
Bahamas, The	Female legistlators, senior officials and managers (% of total)		33.377358297	32.4574505771	33.9885447355	34.7513091333	30.3007530227	30.167598941	31.0369311736	31.1314986779	33.9774568377		39.93644259	40.4340545849	40.3733974487	42.8004774046	45.7892646532	41.3864127393	43.242435622	46.3430229204	44.4137934981		51.641459553		
Bahrain	Female legistlators, senior officials and managers (% of total)												12.3185968016			10.5882345399									
Bangladesh	Female legistlators, senior officials and managers (% of total)														23.3894370284										
Barbados	Female legistlators, senior officials and managers (% of total)					43.421052549	38.7096801484	39.7727264107	37.0370352928	38.4615384615	45.5882326129	35.0515480642	41.2844051146	42.1568654034	44.897959283	43.4426251934						46.1883432427	46.6666657248		
Belarus	Female legistlators, senior officials and managers (% of total)																								
Belgium	Female legistlators, senior officials and managers (% of total)				30.0965666905	30.3294324063	31.5112553481	29.0022076053	30.1571206689	30.887210398	31.6239325626	32.0644556604	32.8872307835	31.8013008083	29.90048487	29.8815937679	31.8125772935	31.4754110868	33.8547936192	32.6689944549	33.9864046084	34.0940403725	29.9166419734		
Belize	Female legistlators, senior officials and managers (% of total)				41.1605939963	37.4880150664	30.1383397906	33.4626567145	26.2933324178	29.0091922905	31.2193300461						41.261300527								
Benin	Female legistlators, senior officials and managers (% of total)																								
Bermuda	Female legistlators, senior officials and managers (% of total)											55.0387642746													
Bhutan	Female legistlators, senior officials and managers (% of total)																14.3595040623	12.0000004768			11.2237714375	49.2307699644	26.6666677263		
Bolivia	Female legistlators, senior officials and managers (% of total)				25.6598672218	22.030049048	28.2860705243	24.3354094063	25.3523111658		28.2008625656	38.5881053478	17.5685854459	19.5680664171		30.6936004854	31.9643130353	27.6837910255	28.9572454422						
Bosnia and Herzegovina	Female legistlators, senior officials and managers (% of total)																								
Botswana	Female legistlators, senior officials and managers (% of total)									26.5192509545		35.4311407463	30.853659716		32.9766458926			30.469473992							
Brazil	Female legistlators, senior officials and managers (% of total)											31.2191831772		32.5983723443	33.8556295023	33.8985831664	35.4339538013	35.1824509597	36.0784291189						
Brunei Darussalam	Female legistlators, senior officials and managers (% of total)												25.6621529763												
Bulgaria	Female legistlators, senior officials and managers (% of total)											29.803921996	32.6514241995	33.5227292021	31.3107922118	34.4131469727	33.9651660288	31.6051842457	31.3926420512	32.2916676025	32.1412617375	34.0560088548	36.9402989324		
Burkina Faso	Female legistlators, senior officials and managers (% of total)																	30.950955004							
Burundi	Female legistlators, senior officials and managers (% of total)																								
Cabo Verde	Female legistlators, senior officials and managers (% of total)																								
Cambodia	Female legistlators, senior officials and managers (% of total)											12.5672191116	13.8153274757							20.954073201					
Cameroon	Female legistlators, senior officials and managers (% of total)																								
Canada	Female legistlators, senior officials and managers (% of total)	33.5779004563	33.104365472	34.3458989067	34.3108922005	35.1649932425	34.4232447445	36.2700840196	36.7943712139	38.2372125924	35.1827865923	35.4746842928	34.9481714939	34.0566515385	35.7122372209	36.4863931108	35.895014423	36.2463351064	36.9227754771	35.9924851467					
Caribbean small states	Female legistlators, senior officials and managers (% of total)																								
Cayman Islands	Female legistlators, senior officials and managers (% of total)								16.3742687103							51.386377418			46.0369137194	44.3533932398					
Central African Republic	Female legistlators, senior officials and managers (% of total)																								
Central Europe and the Baltics	Female legistlators, senior officials and managers (% of total)																								
Chad	Female legistlators, senior officials and managers (% of total)																								
Channel Islands	Female legistlators, senior officials and managers (% of total)																								
Chile	Female legistlators, senior officials and managers (% of total)													32.7227988294											
China	Female legistlators, senior officials and managers (% of total)																16.7524547475								
Colombia	Female legistlators, senior officials and managers (% of total)																								
Comoros	Female legistlators, senior officials and managers (% of total)																								
Congo, Dem. Rep.	Female legistlators, senior officials and managers (% of total)																								
Congo, Rep.	Female legistlators, senior officials and managers (% of total)																								
Costa Rica	Female legistlators, senior officials and managers (% of total)								28.5426476334	29.8878009031	29.8963189067	32.9405467072	25.3573461396	26.1363337645	29.0846511633	26.1782446888	24.8759182026	29.9152724719	26.9938668792	30.4216276274		29.6903042398	35.1962990748		
Cote d'Ivoire	Female legistlators, senior officials and managers (% of total)																								
Croatia	Female legistlators, senior officials and managers (% of total)							24.579951102	20.5927941209	25.3716501073	26.2746297712	24.6641089401	24.6674732422	27.1097045734	24.573378847	22.6594320956	24.0740727659	25.6287420581	20.9558832123	26.50462872	27.7380943298	26.7973856209	24.7678024426		
Cuba	Female legistlators, senior officials and managers (% of total)																								
Curacao	Female legistlators, senior officials and managers (% of total)																								
Cyprus	Female legistlators, senior officials and managers (% of total)										14.6666669846	15.2941170861	19.3877544814	17.9487172041	17.6470588235	17.0731708381	15.0537628758	16.3793096007	15.6716415255	16.0493813715	11.7948715503	13.0890049742	13.6363633549		
Czech Republic	Female legistlators, senior officials and managers (% of total)				25.2336448598	24.8031496063	26.7973856209	23.1231231231	23.2077760306	25.2316244683	25.2826638012	24.0650979701	26.7779622532	26.0626024626	27.6801107764	28.0906369001	29.6396986166	28.8588498241	28.6019521375	28.0575529861	28.9860031735	27.7182228722	25.7883372626		
Denmark	Female legistlators, senior officials and managers (% of total)			17.8451180289	19.4618840923	23.433735859	19.2126917446	22.8818137224	23.7406204652	21.4989051318	22.0050132962	24.1935491314	20.9574476201	21.3454736542	25.7849674357	23.7801746085	24.1895261845	24.4897955489	28.3045290736	23.9091448119	24.829545888	22.6489027932	27.8002709928		
Djibouti	Female legistlators, senior officials and managers (% of total)																								
Dominica	Female legistlators, senior officials and managers (% of total)		55.1575906642						59.0604019865		58.0748643261		57.0577720586												
Dominican Republic	Female legistlators, senior officials and managers (% of total)							25	24.9019604103	27.1284248329	33.8939194419	30.5909602375	30.91095364	30.5555564612	31.0119690172	32.8099348456	32.4320498334	41.7207979261	30.6125311158						
East Asia & Pacific (all income levels)	Female legistlators, senior officials and managers (% of total)																								
East Asia & Pacific (developing only)	Female legistlators, senior officials and managers (% of total)																								
Ecuador	Female legistlators, senior officials and managers (% of total)											29.2994934887	25.2750609984	25.0189557783		33.5016545319	34.6151504017	27.7171421577							
Egypt, Arab Rep.	Female legistlators, senior officials and managers (% of total)								11.7834110744	11.1696079538	10.1860212772	10.1130320299	9.3356373068	9.0017510081	8.5294846428	7.9977742917	10.4218650853	10.8350583037	11.1104868633						
El Salvador	Female legistlators, senior officials and managers (% of total)			44.1946042835			25.7093043687	28.8861184446	34.897286322	27.9132477292	33.3373108657	26.0899688866	25.354309234	25.7175104144	32.0984342185	32.9867194486	27.3482114215	28.8336848408	24.664694575	38.0717977228	37.8830403906	28.9534885322			
Equatorial Guinea	Female legistlators, senior officials and managers (% of total)																								
Eritrea	Female legistlators, senior officials and managers (% of total)							16.974495135																	
Estonia	Female legistlators, senior officials and managers (% of total)	39.4652422737	38.8707924323	38.9887649022	38.3275268117	37.4566491629	36.5517241379	36.7605639176	36.185130621	34.0350881655	35.5176923952	39.9135448904	35.1515163075	36.0708537342	33.1343294969	37.2151893905	36.9310780949	33.8554221463	33.9350195918	36.2264141347	35.8333322737	36.8902459235	36.2477214307		
Ethiopia	Female legistlators, senior officials and managers (% of total)										18.0150435163					23.2055923756	20.0931786395	15.6654196971							
Euro area	Female legistlators, senior officials and managers (% of total)																								
Europe & Central Asia (all income levels)	Female legistlators, senior officials and managers (% of total)																								
Europe & Central Asia (developing only)	Female legistlators, senior officials and managers (% of total)																								
European Union	Female legistlators, senior officials and managers (% of total)																								
Faeroe Islands	Female legistlators, senior officials and managers (% of total)																								
Fiji	Female legistlators, senior officials and managers (% of total)							17.804568233								27.164124375			23.7659228868						
Finland	Female legistlators, senior officials and managers (% of total)								22.7017944987	20.7843128707	28.1884980925	26.651884024	27.9316704964	28.3544303797	28.640776699	28.1478109589	29.8431552977	29.6033409294	28.6001595851	29.5256904934	29.6724470135	30.4381851307	32.0281930331		
Fragile and conflict affected situations	Female legistlators, senior officials and managers (% of total)																								
France	Female legistlators, senior officials and managers (% of total)			31.6074033102	24.7309358784	27.8590045072	36.4196440329	35.64003564	33.8873225139	34.9544958863	33.8033159255	34.969361044	35.5098095846	36.4272604569	35.40246713	35.9546535158	37.5862561303	37.9089689577	37.8350872335	38.4924133048	38.0656158037	38.6503622463	39.3850660213		
French Polynesia	Female legistlators, senior officials and managers (% of total)																								
Gabon	Female legistlators, senior officials and managers (% of total)																								
Gambia, The	Female legistlators, senior officials and managers (% of total)																								
Georgia	Female legistlators, senior officials and managers (% of total)									28.7685788317	31.8720368865	18.9789130644	23.4424514027	27.5097799492	28.3513084529	25.5506608053	26.2626262302	32.5141781981	33.9934008254						
Germany	Female legistlators, senior officials and managers (% of total)			25.8176254607	25.9036416257	25.1077483025	25.9612278473	26.8267731444	26.6272195604	26.4470521749	26.3132610345	27.1263815473	26.9178231969	27.2948253519	28.0424801813	27.7076176457	28.1672325633	28.5118684457	28.7332684315	29.1851783061	29.6606348689	29.8899256382	30.2562543699		
Ghana	Female legistlators, senior officials and managers (% of total)																								
Greece	Female legistlators, senior officials and managers (% of total)			22.5621406985	22.7480505143	22.7044203328	22.053133172	23.137255276	21.9995107938	24.842484933	23.7789844542	25.1287083927	24.6837081041	24.9882123879	26.1592757674	25.9349410337	26.48816078	26.6623064742	27.8757169244	28.212642632	29.653539796	29.6671147291	22.9642656495		
Greenland	Female legistlators, senior officials and managers (% of total)																								
Grenada	Female legistlators, senior officials and managers (% of total)					30.487805144		55.5066079758		49.3389963186															
Guam	Female legistlators, senior officials and managers (% of total)																								
Guatemala	Female legistlators, senior officials and managers (% of total)																								
Guinea	Female legistlators, senior officials and managers (% of total)																								
Guinea-Bissau	Female legistlators, senior officials and managers (% of total)																								
Guyana	Female legistlators, senior officials and managers (% of total)													25.4372500821											
Haiti	Female legistlators, senior officials and managers (% of total)																								
Heavily indebted poor countries (HIPC)	Female legistlators, senior officials and managers (% of total)																								
High income	Female legistlators, senior officials and managers (% of total)																								
High income: nonOECD	Female legistlators, senior officials and managers (% of total)																								
High income: OECD	Female legistlators, senior officials and managers (% of total)																								
Honduras	Female legistlators, senior officials and managers (% of total)																								
Hong Kong SAR, China	Female legistlators, senior officials and managers (% of total)					17.4961709905	19.4264932506	19.5948185998	19.919028649	21.5149082121	21.9291011643	24.2177450754	25.7358203078	25.5078260366	26.1254623807	26.935427502	27.0893377461	29.3446479327	29.7751215795	29.4912331918	29.9581229982	30.5136830037	31.8048407715		
Hungary	Female legistlators, senior officials and managers (% of total)						33.7875942175	64.2276425286	32.744566147	35.2672449067	34.3517745651	33.5102371556	35.3565989341	35.7306823668	34.1772155494	33.6831077676	34.7556993317	37.1777486474	35.2296809004	36.3854582487	36.2903210274	36.3636368826	40.3758018819		
Iceland	Female legistlators, senior officials and managers (% of total)		26.9565209098	24.2187488941	24.7999992371	26.2711852078	28.7037023137	25.2427170533	23.2323236459	25.641026059	27.3584904812	29.292931385	29.0598303487	29.3650788545	36.8932027374	33.3333340305	27.4336270116	29.5774638428	29.878050057	32.7485367234	33.3333342794	34.4827586207	40		
India	Female legistlators, senior officials and managers (% of total)					15.4311527806						13.9547433551					15.216809255					13.7549869008			
Indonesia	Female legistlators, senior officials and managers (% of total)																		19.7222222222	22.0991253644					
Iran, Islamic Rep.	Female legistlators, senior officials and managers (% of total)							12.7586294741									16.169544741	14.6141215107	13.3073022223	13.2796780684					
Iraq	Female legistlators, senior officials and managers (% of total)																								
Ireland	Female legistlators, senior officials and managers (% of total)	17.5609751445	18.6836528149	23.4131117141	24.577115187	25.5152106091	27.5705175763	28.4615378095	29.9754291003	23.8565678231	24.009902566	26.2598543944	27.5294122776	27.2667767764	28.6750170568	28.6956526478	30.2761324058	30.604745142	31.0130723941	32.4695610252	39.603144055	39.0284739352	33.2592603895		
Isle of Man	Female legistlators, senior officials and managers (% of total)																								
Israel	Female legistlators, senior officials and managers (% of total)						19.4791674614	20.1342275988	20.8810579409	24.0818199471	25.9205998673	27.1755681038	27.1444691323	26.8810149242	29.5709028188	28.6689048603	27.5899894622	30.1225433688	29.7257814497	32.1197653794					
Italy	Female legistlators, senior officials and managers (% of total)			16.163531995	14.7615696606	15.4364741663	15.6634108651	16.7368239501	16.9594597172	17.3977695167	18.0467704872	14.3188340358	18.7408716955	20.1753162011	20.8437060982	33.1904249922	32.3857989341	32.8325733731	33.5101416752	33.2444438062	33.617894737	32.8031923232	25.0275877286		
Jamaica	Female legistlators, senior officials and managers (% of total)																								
Japan	Female legistlators, senior officials and managers (% of total)																								
Jordan	Female legistlators, senior officials and managers (% of total)																								
Kazakhstan	Female legistlators, senior officials and managers (% of total)												32.9861111111	33.7704918033	34.2028985507	37.9679144385	35.641025641	35.8447488584	36.7886178862	38.362664686					
Kenya	Female legistlators, senior officials and managers (% of total)																								
Kiribati	Female legistlators, senior officials and managers (% of total)																								
Korea, Dem. Rep.	Female legistlators, senior officials and managers (% of total)																								
Korea, Rep.	Female legistlators, senior officials and managers (% of total)				6.106870229	4.7080979284	4.3893129771	4.5703839122	4.752851711	5.2837573386	4.5833333333	4.9462365591	5.9160305344	5.6140350877	5.8626465662	6.9444444444	7.8383560205	8.23117338	8.8129496403	9.594095941					
Kosovo	Female legistlators, senior officials and managers (% of total)																								
Kuwait	Female legistlators, senior officials and managers (% of total)																13.8639616443								
Kyrgyz Republic	Female legistlators, senior officials and managers (% of total)													27.7417860103	25.7485029598	25.1511096644	30.0505052451	35.1625995301							
Lao PDR	Female legistlators, senior officials and managers (% of total)						6.1455462383																		
Latin America & Caribbean (all income levels)	Female legistlators, senior officials and managers (% of total)																								
Latin America & Caribbean (developing only)	Female legistlators, senior officials and managers (% of total)																								
Latvia	Female legistlators, senior officials and managers (% of total)							37.5930518743	36.4737540624	41.4795256068	38.8954160607	37.154990588	37.889448003	39.6414329006	38.2857142857	42.7745666864	42.7010936476	40.7211031635	41.4194892395	41.3452026389	43.4310539226	41.238193052	44.9691976908		
Least developed countries: UN classification	Female legistlators, senior officials and managers (% of total)																								
Lebanon	Female legistlators, senior officials and managers (% of total)															11.1609318566			8.4392256303						
Lesotho	Female legistlators, senior officials and managers (% of total)										51.6955964862														
Liberia	Female legistlators, senior officials and managers (% of total)																								
Libya	Female legistlators, senior officials and managers (% of total)																								
Liechtenstein	Female legistlators, senior officials and managers (% of total)																								
Lithuania	Female legistlators, senior officials and managers (% of total)								35.8338126835	35.5540892848	37.4673646666	42.6829268293	46.4110149256	47.0243909882	40.8372107217	44.537816473	42.8693436525	40.3250771709	38.3524624552	40.2139735559	38.9121350154	40.6272781059	38.4984041037		
Low & middle income	Female legistlators, senior officials and managers (% of total)																								
Low income	Female legistlators, senior officials and managers (% of total)																								
Lower middle income	Female legistlators, senior officials and managers (% of total)																								
Luxembourg	Female legistlators, senior officials and managers (% of total)			40.4682292169	29.1139230956	28.3464563677	24.5762715974	24.5098043799	29.3478272137	21.505375903	30.2752299799	27.1929825295	30.4761909303	22.3214289516	28.9062499418	26.7175564739	23.4848481017	26.3999996185	20.9090904756	27.3584904812	18.8118802415	24.2718442107	24.2105258139		
Macao SAR, China	Female legistlators, senior officials and managers (% of total)							18.6915891182	15.3153152186	17.4311930519	18.4873959513	19.1666662693	20.5607484757	22.9508196401	22.1311482778	21.4814821879	26.5822769529	24.705881231	26.0273962536	26.8965523818	31.1688331794	31.7567550587	31.325299336		
Macedonia, FYR	Female legistlators, senior officials and managers (% of total)													19.0345975946	26.8383344988	28.0306271445	28.5126505328	27.2189349613	29.2397654296	28.3919608225	26.8623020846	27.7909744259	27.9255330482		
Madagascar	Female legistlators, senior officials and managers (% of total)																22.1034276668								
Malawi	Female legistlators, senior officials and managers (% of total)																								
Malaysia	Female legistlators, senior officials and managers (% of total)												21.7985611511	23.1082283822	23.2010089607	24.6363318929	25.469512964	23.360656793	23.0140183584	24.2254269302	23.1255313411	24.9910451405			
Maldives	Female legistlators, senior officials and managers (% of total)											15.3866318111						14.2616423359							
Mali	Female legistlators, senior officials and managers (% of total)																								
Malta	Female legistlators, senior officials and managers (% of total)											18.1818184008	15.0442479557	17.6000003815	19.0140850982	12.8787884261	18.4615391951	18.181819167	18.032787558	15.9420291107	21.2121211574	22.5352119061	23.4482765198		
Marshall Islands	Female legistlators, senior officials and managers (% of total)																								
Mauritania	Female legistlators, senior officials and managers (% of total)																								
Mauritius	Female legistlators, senior officials and managers (% of total)						22.6086948229					22.0257116456				20.3821661564	24.63768151	15.2777785136	20.270270009	23.1292526495					
Mexico	Female legistlators, senior officials and managers (% of total)		15.3217904576		19.672131294		19.1048959585	22.7037029502	20.417782198	20.7992178281	22.8062785787	23.6038045771	25.2196739791	23.6467903123	23.7339756575	24.6221879697	28.3999136368	27.3172356365	31.0593639786	30.7213485166					
Micronesia, Fed. Sts.	Female legistlators, senior officials and managers (% of total)																								
Middle East & North Africa (all income levels)	Female legistlators, senior officials and managers (% of total)																								
Middle East & North Africa (developing only)	Female legistlators, senior officials and managers (% of total)																								
Middle income	Female legistlators, senior officials and managers (% of total)																								
Moldova	Female legistlators, senior officials and managers (% of total)										36.5137607679	33.2015805211	37.4087596449	40.2317858	39.5023303468	38.9955698797	38.851802121	38.9390525893	40.1937062666	37.9672903964	38.6068499895	36.4294333017	39.3103457045	44.1014347805	
Monaco	Female legistlators, senior officials and managers (% of total)																								
Mongolia	Female legistlators, senior officials and managers (% of total)											30.2083331264					49.7549010212	48.9296876287	48.1113427835	47.4103841984					
Montenegro	Female legistlators, senior officials and managers (% of total)														26.5329855097		19.6737863485		31.3868631431	23.3576649068	24.503310955	30.1886811692	30.7692323563	30.2752299799	
Morocco	Female legistlators, senior officials and managers (% of total)															10.7564153542	12.4000057465	11.8863213414	12.0985010772	12.7946730321					
Mozambique	Female legistlators, senior officials and managers (% of total)																								
Myanmar	Female legistlators, senior officials and managers (% of total)																								
Namibia	Female legistlators, senior officials and managers (% of total)											30.1886806694				35.9773113478						36.560995483	36.5970065912		
Nepal	Female legistlators, senior officials and managers (% of total)										8.3333333333		13.8356770988												
Netherlands	Female legistlators, senior officials and managers (% of total)			17.748677026	17.0944766996	20.1578109877	20.8730740396	21.4533699949	21.0620947467	23.8050925848	23.6026939452	25.3259031544	26.176090383	25.3448621331	25.6695084963	25.3936552413	25.5395232072	26.6588242475	27.9887647307	28.0804507954	28.4862295304	28.6089237882	29.5818364084		
New Caledonia	Female legistlators, senior officials and managers (% of total)																								
New Zealand	Female legistlators, senior officials and managers (% of total)			31.4844149568	30.2508603428	33.8035256797	34.1772147197	34.2541410636	34.7082489642	36.6259176166	37.5231050085	38.1771284272	38.5685084056	38.6183944541	36.4385817402	36.303902064	36.4992146335	39.8813948638	39.9717486119	39.9531920968					
Nicaragua	Female legistlators, senior officials and managers (% of total)														40.1822439503	38.5316825941	40.3383917858	40.9939286808							
Niger	Female legistlators, senior officials and managers (% of total)																								
Nigeria	Female legistlators, senior officials and managers (% of total)																								
North America	Female legistlators, senior officials and managers (% of total)																								
Northern Mariana Islands	Female legistlators, senior officials and managers (% of total)																								
Norway	Female legistlators, senior officials and managers (% of total)							25.9069568811	26.8619234093	25.8682646913	27.8264340665	24.9867083865	25.2047893946	27.5312859418	28.446262635	29.1766108264	30.3915064131	33.1730750085	31.5565049672	31.5123233269	34.0172067833	34.3983659923	31.4579546521		
OECD members	Female legistlators, senior officials and managers (% of total)																								
Oman	Female legistlators, senior officials and managers (% of total)				5.060902163			8.2329320213				9.3169798722													
Other small states	Female legistlators, senior officials and managers (% of total)																								
Pacific island small states	Female legistlators, senior officials and managers (% of total)																								
Pakistan	Female legistlators, senior officials and managers (% of total)												2.9361805387	2.3587004895	2.3664785063	2.0950010371	2.0960520961	3.358805758	3.4612105712	2.9671210906					
Palau	Female legistlators, senior officials and managers (% of total)																								
Panama	Female legistlators, senior officials and managers (% of total)												40.3883742813	37.6133204869	39.532152276	39.6414976008	42.6622683369	45.0493202089	43.5483882545	48.0769248404	46.0070608842	47.8970764325	45.9713193812		
Papua New Guinea	Female legistlators, senior officials and managers (% of total)																								
Paraguay	Female legistlators, senior officials and managers (% of total)																		34.6188023256	34.0628113507					
Peru	Female legistlators, senior officials and managers (% of total)							26.655701254	19.908629107	27.2345636516	23.2227307483	28.0686598456	27.0411090981	25.254212575	27.5029074686	24.8854698342	26.1192637278	28.0435602965	29.7345481366	19.4372949782					
Philippines	Female legistlators, senior officials and managers (% of total)												58.9625064201	57.7912489314	57.5086454271	57.2686932909	57.3731501057	57.8888670209	57.6337565536	54.818581003					
Poland	Female legistlators, senior officials and managers (% of total)						34.6578366446	34.0172786177	32.7479458023	33.6933464904	32.5684582688	32.5355629012	29.7852895232	31.0789055233	33.2968904323	32.7535197952	32.796197763	35.3468767532	36.2230700691	36.1273438368	35.4848034533	36.1647990725	38.4091829263		
Portugal	Female legistlators, senior officials and managers (% of total)			37.1434174751	32.3905545921	29.2505462151	30.3958164709	32.0784305747	32.8277043365	31.7706856992	30.5352116974	31.0995048308	30.7825591198	29.438261863	32.0996256837	33.2541050034	33.9381003202	32.829806115	31.5239473074	31.178116023	31.4037189157	31.8456380959	32.6884603036		
Puerto Rico	Female legistlators, senior officials and managers (% of total)							34.8837209302	34.6456692913	36.1538461538	37.5	36.9863013699	38.9312977099	40.7407407407	41.095890411	41.610738255	41.3333333333	40.522875817	41.059602649	43.0656934307					
Qatar	Female legistlators, senior officials and managers (% of total)								6.6418548897				4.7060549056			8.0944935413		7.2848487182	6.8321218427		4.3604875145				
Romania	Female legistlators, senior officials and managers (% of total)					26.7585175422	28.2434855348	26.9306706239	28.8775182369	27.8350538392	29.7567336699	26.8050147782	28.4625138547	33.2445630321	33.200707112	28.8663676005	29.1902071563	30.1998500324	28.2213444766	29.5327906664	31.2256785226	32.3721430969	31.2012475548		
Russian Federation	Female legistlators, senior officials and managers (% of total)								37.4966781823	38.1578947368	36.5571995669	35.6241234222	36.6368515206	37.452797803	38.6871193323	38.0710659898	39.0105263158	38.852672751	38.6811832375	37.0759289176					
Rwanda	Female legistlators, senior officials and managers (% of total)																								
Samoa	Female legistlators, senior officials and managers (% of total)												28.508125205					29.9927915765					36.2986503406		
San Marino	Female legistlators, senior officials and managers (% of total)						16.2291178363	16.3120560255	17.7011492324	18.5354688891	18.0365307756								18.9759046419	17.7777779158					
Sao Tome and Principe	Female legistlators, senior officials and managers (% of total)																								
Saudi Arabia	Female legistlators, senior officials and managers (% of total)																	8.9471862192	9.2187936238	7.1160443499	5.3771966105				
Senegal	Female legistlators, senior officials and managers (% of total)																								
Serbia	Female legistlators, senior officials and managers (% of total)															25.8711779045	24.7821745916	24.8973359955	35.3866619716	36.2209494351	35.7420537468	32.7190842554			
Seychelles	Female legistlators, senior officials and managers (% of total)																								
Sierra Leone	Female legistlators, senior officials and managers (% of total)																								
Singapore	Female legistlators, senior officials and managers (% of total)		16.5309435933	16.8451101737	17.4410771842	18.4328846021		20.4780008219	22.6277376618	20.8762886598	21.798222738		24.7767857143	25.9127333844	26.0869565217	27.7197562737		30.9780605959	30.5298271172	31.4365985818	31.6060399462	34.3078746456	33.8859231645		
Sint Maarten (Dutch part)	Female legistlators, senior officials and managers (% of total)																								
Slovak Republic	Female legistlators, senior officials and managers (% of total)					22.8820967362	27.353463281	28.5251218215	30.3649623899	29.0632496346	34.5064384231	31.1778305642	31.1881189677	31.1848355696	33.2798725065	32.9345511801	30.7525332406	27.8999248976	30.9190051792	29.6489937062	32.2392405508	34.604315449	30.9870547815		
Slovenia	Female legistlators, senior officials and managers (% of total)				25.641025641	25	28.2051282051	27.5000003668	26.5560165729	24.6520870907	29.5254811714	29.5902876305	31.5301400012	29.1808887828	33.2720585915	33.3904100865	34.1614898738	33.1179313322	31.8181803586	34.890510392	35.5953902435	34.8379627892	38.4516119188		
Small states	Female legistlators, senior officials and managers (% of total)																								
Solomon Islands	Female legistlators, senior officials and managers (% of total)																								
Somalia	Female legistlators, senior officials and managers (% of total)																								
South Africa	Female legistlators, senior officials and managers (% of total)																		33.7104072398	29.9706170421		29.7239409805	31.017699115		
South Asia	Female legistlators, senior officials and managers (% of total)																								
South Sudan	Female legistlators, senior officials and managers (% of total)																								
Spain	Female legistlators, senior officials and managers (% of total)			30.2247549981	33.0734050885	32.1752265861	31.2984496124	32.0314674783	31.061207592	31.660264097	30.4322287959	31.5350301147	32.3064703372	31.5216499161	29.8141492325	31.5325589012	32.0030473882	31.7154588587	32.0320247775	32.2700722464	33.0806066755	34.2789911863	29.7600522399		
Sri Lanka	Female legistlators, senior officials and managers (% of total)													21.7433935482	20.3903677288	19.7888435562	22.387491131	20.5128191991	23.7941085958	23.9336538684					
St. Kitts and Nevis	Female legistlators, senior officials and managers (% of total)																								
St. Lucia	Female legistlators, senior officials and managers (% of total)					49.5238062079	50	57.868018738	53.0386745244	63.1361783305	57.177319577	55.4240601112		54.9755272862	59.4215428919	52.3234946545	50.3502634191	46.133390122							
St. Martin (French part)	Female legistlators, senior officials and managers (% of total)																								
St. Vincent and the Grenadines	Female legistlators, senior officials and managers (% of total)		41.3678993376										49.5331470285												
Sub-Saharan Africa (all income levels)	Female legistlators, senior officials and managers (% of total)																								
Sub-Saharan Africa (developing only)	Female legistlators, senior officials and managers (% of total)																								
Sudan	Female legistlators, senior officials and managers (% of total)																								
Suriname	Female legistlators, senior officials and managers (% of total)																								
Swaziland	Female legistlators, senior officials and managers (% of total)																								
Sweden	Female legistlators, senior officials and managers (% of total)								26.9510926428	29.6049269214	27.8417623054	30.6535256943	30.5263165543	30.7284128438	30.2916273175	30.2857149564	29.9141216303	32.1080597963	31.6123554733	32.0730679514	32.4979135486	31.1785571248	34.6472221455		
Switzerland	Female legistlators, senior officials and managers (% of total)		23.9130434783	22.7272727273	20.5607476636	23.1111111111	23.8578680203	23.2362814008	20.1213339853	21.4072497923	21.53641237	23.3923182895	25.3308984272	27.6807966686	28.238131627	26.8086801166	28.3064503824	30.5749801144	30.4430138841	30.1751869297	31.4987891736	32.9684480083	33.0406782243		
Syrian Arab Republic	Female legistlators, senior officials and managers (% of total)																		10.2180157123		8.2949425427	9.1865583817			
Tajikistan	Female legistlators, senior officials and managers (% of total)																								
Tanzania	Female legistlators, senior officials and managers (% of total)												49.1329677179					16.469457253							
Thailand	Female legistlators, senior officials and managers (% of total)												25.5118314298	25.3084838135	26.261386334	27.5449600535	28.8425218593	29.2083333333	29.7177419355	23.6931716291	24.2085992874	25.7651791973	25.0699772406		
Timor-Leste	Female legistlators, senior officials and managers (% of total)																					10.3015397884			
Togo	Female legistlators, senior officials and managers (% of total)																								
Tonga	Female legistlators, senior officials and managers (% of total)														26.5957447483										
Trinidad and Tobago	Female legistlators, senior officials and managers (% of total)	35.6862760058	35.4166666667	33.8345859809	35.593220339	36.4963508731	39.7350983339	41.6949159008	41.9871796831	39.7394120719	41.8674677684	39.2265179834	39.8457567918	37.8109440816	39.3400999993	40.9302334453	43.4782608696								
Tunisia	Female legistlators, senior officials and managers (% of total)																								
Turkey	Female legistlators, senior officials and managers (% of total)												7.972270364	6.7806267806	6.1755146262	6.5626681011	6.9380203515	8.1899234916	8.5648902069	9.8274289259	10.2141230346	10.0430189416			
Turkmenistan	Female legistlators, senior officials and managers (% of total)																								
Turks and Caicos Islands	Female legistlators, senior officials and managers (% of total)																								
Tuvalu	Female legistlators, senior officials and managers (% of total)													24.5810047495											
Uganda	Female legistlators, senior officials and managers (% of total)														33.3333321816										
Ukraine	Female legistlators, senior officials and managers (% of total)									36.8542546925	38.6454737017	36.7360874018	37.4190527315	38.4625925815	39.5998027471	43.134087002	38.2030873667	38.3292385184	39.4011828642	38.6094772345					
