Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013
Barbados,BRB,"Malnutrition prevalence, weight for age (% of children under 5)",SH.STA.MALN.ZS,,,,,,,,,,,,,,,,,,,,,,5.300000191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Belarus,BLR,"Malnutrition prevalence, weight for age (% of children under 5)",SH.STA.MALN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.299999952,,,,,,,,
Belgium,BEL,"Malnutrition prevalence, weight for age (% of children under 5)",SH.STA.MALN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Belize,BLZ,"Malnutrition prevalence, weight for age (% of children under 5)",SH.STA.MALN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.400000095,,,,,,,,,,,,,,4.900000095,,,,,6.199999809,,
Benin,BEN,"Malnutrition prevalence, weight for age (% of children under 5)",SH.STA.MALN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.79999924,,,,,21.5,,,,,20.20000076,,,,,,,
Bermuda,BMU,"Malnutrition prevalence, weight for age (% of children under 5)",SH.STA.MALN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bhutan,BTN,"Malnutrition prevalence, weight for age (% of children under 5)",SH.STA.MALN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,,,,,,,,,,,,14.10000038,,,,,,,,,10.39999962,,12.80000019,,,
Bolivia,BOL,"Malnutrition prevalence, weight for age (% of children under 5)",SH.STA.MALN.ZS,,,,,,,,,,,,,,,,,,,,,,12.69999981,,,,,,,9.800000191,8.899999619,9.699999809,10.19999981,10.5,,12.60000038,,,,5.900000095,,,,,5.900000095,,,,,4.5,,,,,
Bosnia and Herzegovina,BIH,"Malnutrition prevalence, weight for age (% of children under 5)",SH.STA.MALN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.199999809,,,,,,1.600000024,,,,,,1.5,
Botswana,BWA,"Malnutrition prevalence, weight for age (% of children under 5)",SH.STA.MALN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.10000038,,,,10.69999981,,,,,,,11.19999981,,,,,,
Brazil,BRA,"Malnutrition prevalence, weight for age (% of children under 5)",SH.STA.MALN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.300000191,,,,,,,4.5,,,,,,3.700000048,,,,,2.200000048,,,,,,
Brunei Darussalam,BRN,"Malnutrition prevalence, weight for age (% of children under 5)",SH.STA.MALN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bulgaria,BGR,"Malnutrition prevalence, weight for age (% of children under 5)",SH.STA.MALN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.600000024,,,,,,,,,
Burkina Faso,BFA,"Malnutrition prevalence, weight for age (% of children under 5)",SH.STA.MALN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.60000038,,,,,,33.70000076,,,,35.20000076,,,37.59999847,,,26,26.20000076,,,
Burundi,BDI,"Malnutrition prevalence, weight for age (% of children under 5)",SH.STA.MALN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.20000076,,,,,,,,,,,,,38.90000153,,,,,35.20000076,,,,,29.10000038,,,
Cabo Verde,CPV,"Malnutrition prevalence, weight for age (% of children under 5)",SH.STA.MALN.ZS,,,,,,,,,,,,,,,,,,,,,,,,16.70000076,,16.5,,,,,,,,,11.80000019,,,,,,,,,,,,,,,,,,,
Cambodia,KHM,"Malnutrition prevalence, weight for age (% of children under 5)",SH.STA.MALN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.59999847,,,,39.5,,,,,28.39999962,,,28.79999924,,29,,,
Cameroon,CMR,"Malnutrition prevalence, weight for age (% of children under 5)",SH.STA.MALN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,,,,,,,17.79999924,,,,,,15.10000038,,16.60000038,,,,,15.10000038,,
Canada,CAN,"Malnutrition prevalence, weight for age (% of children under 5)",SH.STA.MALN.ZS,,,,,,,,,,,,1.799999952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Caribbean small states,CSS,"Malnutrition prevalence, weight for age (% of children under 5)",SH.STA.MALN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cayman Islands,CYM,"Malnutrition prevalence, weight for age (% of children under 5)",SH.STA.MALN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Central African Republic,CAF,"Malnutrition prevalence, weight for age (% of children under 5)",SH.STA.MALN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.29999924,20.39999962,,,,,21.79999924,,,,,,28,,,,,,,
Chad,TCD,"Malnutrition prevalence, weight for age (% of children under 5)",SH.STA.MALN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.29999924,,,29.39999962,,,,33.90000153,,,,,,,,,
Channel Islands,CHI,"Malnutrition prevalence, weight for age (% of children under 5)",SH.STA.MALN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chile,CHL,"Malnutrition prevalence, weight for age (% of children under 5)",SH.STA.MALN.ZS,,,,,,,,,,,,,,,,,3.299999952,2.599999905,1.899999976,1.600000024,1.299999952,1.100000024,1,1,0.800000012,,2.200000048,,,,,,,,0.800000012,0.800000012,0.699999988,,0.699999988,0.699999988,,0.699999988,0.699999988,0.600000024,0.600000024,,0.600000024,0.600000024,0.5,,,,,
China,CHN,"Malnutrition prevalence, weight for age (% of children under 5)",SH.STA.MALN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.70000076,,,12.60000038,,14.19999981,,,10.69999981,,,6.900000095,,7.400000095,,6.800000191,,,4.5,,,5.099999905,4.599999905,3.400000095,,,
Colombia,COL,"Malnutrition prevalence, weight for age (% of children under 5)",SH.STA.MALN.ZS,,,,,,,18.60000038,,,,,,,,,,,,,14.69999981,,,,,,,8.600000381,,,8.800000191,,,,,,6.300000191,,,,,4.900000095,,,,,5.099999905,,,,,3.400000095,,,
Comoros,COM,"Malnutrition prevalence, weight for age (% of children under 5)",SH.STA.MALN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.20000076,,,,22.29999924,,,,25,,,,,,,,,,,,,
"Congo, Dem. Rep.",ZAR,"Malnutrition prevalence, weight for age (% of children under 5)",SH.STA.MALN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.70000076,,,,,,33.59999847,,,,,,28.20000076,,,24.20000076,,,
"Congo, Rep.",COG,"Malnutrition prevalence, weight for age (% of children under 5)",SH.STA.MALN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.10000038,,,,,,,,,,,,,,,,,,11.80000019,,,,,,,,
Costa Rica,CRI,"Malnutrition prevalence, weight for age (% of children under 5)",SH.STA.MALN.ZS,,,,,,,,,,,,,,,,,,,,,,,5.5,,,,,,,2.400000095,2.5,2.200000048,2,2,1.899999976,,4.5,,,,,,,,,,,,1.100000024,,,,,
Cote d'Ivoire,CIV,"Malnutrition prevalence, weight for age (% of children under 5)",SH.STA.MALN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,10.80000019,,,,,,,,20.89999962,,,,18.20000076,,,,,,,,16.70000076,29.39999962,,,,,,
Croatia,HRV,"Malnutrition prevalence, weight for age (% of children under 5)",SH.STA.MALN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.600000024,0.5,0.5,,,,,,,,,,,,,,,,,
Cuba,CUB,"Malnutrition prevalence, weight for age (% of children under 5)",SH.STA.MALN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.400000095,,,,,,,,,,,,,
Curacao,CUW,"Malnutrition prevalence, weight for age (% of children under 5)",SH.STA.MALN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cyprus,CYP,"Malnutrition prevalence, weight for age (% of children under 5)",SH.STA.MALN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Czech Republic,CZE,"Malnutrition prevalence, weight for age (% of children under 5)",SH.STA.MALN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.899999976,,,,,,,,,,2.099999905,,,,,,,,,,,,
Denmark,DNK,"Malnutrition prevalence, weight for age (% of children under 5)",SH.STA.MALN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Djibouti,DJI,"Malnutrition prevalence, weight for age (% of children under 5)",SH.STA.MALN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.20000076,,,,,,,16,,,,,,25.39999962,,,,29.60000038,,,,,,29.79999924,
Dominica,DMA,"Malnutrition prevalence, weight for age (% of children under 5)",SH.STA.MALN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dominican Republic,DOM,"Malnutrition prevalence, weight for age (% of children under 5)",SH.STA.MALN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,9.300000191,,,,,8.399999619,,,,,4.699999809,,,,3.5,,4.199999809,,,,4.599999905,3.400000095,,,,,,
East Asia & Pacific (all income levels),EAS,"Malnutrition prevalence, weight for age (% of children under 5)",SH.STA.MALN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
East Asia & Pacific (developing only),EAP,"Malnutrition prevalence, weight for age (% of children under 5)",SH.STA.MALN.ZS,,,,,,,,,,,,,,,,,,,,,33.57092,,,,,26.26356,,,,,20.09476,,,,,15.13492,,,,,11.22728,,,,,8.230691,,,,,5.980022,,5.252292,
East Asia and the Pacific (IFC classification),CEA,"Malnutrition prevalence, weight for age (% of children under 5)",SH.STA.MALN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ecuador,ECU,"Malnutrition prevalence, weight for age (% of children under 5)",SH.STA.MALN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,14.5,,,,,,,,,,,,12.5,,,,,,6.199999809,,,,,,,,,
"Egypt, Arab Rep.",EGY,"Malnutrition prevalence, weight for age (% of children under 5)",SH.STA.MALN.ZS,,,,,,,,,,,,,,,,,,,13.89999962,,,,,,,,,,11.60000038,,,10.5,,8.199999809,,10.80000019,,10.19999981,9.399999619,,4.300000191,,,8.699999809,,5.400000095,,,6.800000191,,,,,
El Salvador,SLV,"Malnutrition prevalence, weight for age (% of children under 5)",SH.STA.MALN.ZS,,,,,,,,,,,,,,,,19.5,,,,,,,,,,,,,11.10000038,,,,,7.199999809,,,,,9.600000381,,,,,6.099999905,,,,,6.599999905,,,,,
Equatorial Guinea,GNQ,"Malnutrition prevalence, weight for age (% of children under 5)",SH.STA.MALN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.80000019,,,15.69999981,,,,10.60000038,,,,,,,,,
Eritrea,ERI,"Malnutrition prevalence, weight for age (% of children under 5)",SH.STA.MALN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.90000153,,38.29999924,,,,,,,34.5,,,,,,,,,,,
Estonia,EST,"Malnutrition prevalence, weight for age (% of children under 5)",SH.STA.MALN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ethiopia,ETH,"Malnutrition prevalence, weight for age (% of children under 5)",SH.STA.MALN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.29999924,,,,,,,,42,,,,,34.59999847,,,,,,29.20000076,,
Euro area,EMU,"Malnutrition prevalence, weight for age (% of children under 5)",SH.STA.MALN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Europe & Central Asia (all income levels),ECS,"Malnutrition prevalence, weight for age (% of children under 5)",SH.STA.MALN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Europe & Central Asia (developing only),ECA,"Malnutrition prevalence, weight for age (% of children under 5)",SH.STA.MALN.ZS,,,,,,,,,,,,,,,,,,,,,24.53174,,,,,16.48988,,,,,12.16187,,,,,8.043171,,,,,5.236149,,,,,3.37283,,,,,2.15749,,1.801916,
Europe and Central Asia (IFC classification),CEU,"Malnutrition prevalence, weight for age (% of children under 5)",SH.STA.MALN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
European Union,EUU,"Malnutrition prevalence, weight for age (% of children under 5)",SH.STA.MALN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Faeroe Islands,FRO,"Malnutrition prevalence, weight for age (% of children under 5)",SH.STA.MALN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fiji,FJI,"Malnutrition prevalence, weight for age (% of children under 5)",SH.STA.MALN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.900000095,,,,,,,,,,,5.300000191,,,,,,,,,
Finland,FIN,"Malnutrition prevalence, weight for age (% of children under 5)",SH.STA.MALN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
France,FRA,"Malnutrition prevalence, weight for age (% of children under 5)",SH.STA.MALN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
French Polynesia,PYF,"Malnutrition prevalence, weight for age (% of children under 5)",SH.STA.MALN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gabon,GAB,"Malnutrition prevalence, weight for age (% of children under 5)",SH.STA.MALN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.800000191,,,,,,,,,,,,6.5,
"Gambia, The",GMB,"Malnutrition prevalence, weight for age (% of children under 5)",SH.STA.MALN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.20000076,,,,15.39999962,,,,,,15.80000019,,,,,,,
Georgia,GEO,"Malnutrition prevalence, weight for age (% of children under 5)",SH.STA.MALN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.700000048,,,,,,2.299999952,,,,1.100000024,,,,
Germany,DEU,"Malnutrition prevalence, weight for age (% of children under 5)",SH.STA.MALN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.100000024,,,,,,,,
Ghana,GHA,"Malnutrition prevalence, weight for age (% of children under 5)",SH.STA.MALN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.10000038,,,,,25.10000038,,,,,,20.29999924,,,,18.79999924,,,13.89999962,,14.30000019,,,,,
Greece,GRC,"Malnutrition prevalence, weight for age (% of children under 5)",SH.STA.MALN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greenland,GRL,"Malnutrition prevalence, weight for age (% of children under 5)",SH.STA.MALN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grenada,GRD,"Malnutrition prevalence, weight for age (% of children under 5)",SH.STA.MALN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guam,GUM,"Malnutrition prevalence, weight for age (% of children under 5)",SH.STA.MALN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guatemala,GTM,"Malnutrition prevalence, weight for age (% of children under 5)",SH.STA.MALN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.79999924,,,,,,,,21.70000076,,,,20.29999924,19.60000038,,17.70000076,,,,,,,13,,,,
Guinea,GIN,"Malnutrition prevalence, weight for age (% of children under 5)",SH.STA.MALN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.20000076,,,,,21.20000076,29.10000038,,,,,22.5,,20.79999924,,,,,16.29999924,
Guinea-Bissau,GNB,"Malnutrition prevalence, weight for age (% of children under 5)",SH.STA.MALN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.89999962,,,,,,17.39999962,,16.60000038,,,,,
Guyana,GUY,"Malnutrition prevalence, weight for age (% of children under 5)",SH.STA.MALN.ZS,,,,,,,,,,,,22,,,,,,,,,,19.5,,,,,,,,,,,,16.10000038,,,,10.30000019,,,11.89999962,,,,,,10.80000019,,,11.10000038,,,,
Haiti,HTI,"Malnutrition prevalence, weight for age (% of children under 5)",SH.STA.MALN.ZS,,,,,,,,,,,,,,,,,,,33.5,,,,,,,,,,,,23.70000076,,,,24,,,,,,13.89999962,,,,,,18.89999962,,,,,,11.60000038,
Heavily indebted poor countries (HIPC),HPC,"Malnutrition prevalence, weight for age (% of children under 5)",SH.STA.MALN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High income,HIC,"Malnutrition prevalence, weight for age (% of children under 5)",SH.STA.MALN.ZS,,,,,,,,,,,,,,,,,,,,,1.076407,,,,,1.160652,,,,,1.440192,,,,,1.420353,,,,,1.400782,,,,,1.381478,,,,,1.362437,,1.354892,
High income: nonOECD,NOC,"Malnutrition prevalence, weight for age (% of children under 5)",SH.STA.MALN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High income: OECD,OEC,"Malnutrition prevalence, weight for age (% of children under 5)",SH.STA.MALN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Honduras,HND,"Malnutrition prevalence, weight for age (% of children under 5)",SH.STA.MALN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.10000038,,,,,15.80000019,,16.10000038,,19.20000076,,,,,12.5,,,,,8.600000381,,,,,,7.099999905,
"Hong Kong SAR, China",HKG,"Malnutrition prevalence, weight for age (% of children under 5)",SH.STA.MALN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hungary,HUN,"Malnutrition prevalence, weight for age (% of children under 5)",SH.STA.MALN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,2.299999952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iceland,ISL,"Malnutrition prevalence, weight for age (% of children under 5)",SH.STA.MALN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,IND,"Malnutrition prevalence, weight for age (% of children under 5)",SH.STA.MALN.ZS,,,,,,,,,,,,,,,,,,67.30000305,,,,,,,,,,,,59.5,,,50.70000076,,,,,41.09999847,,44.40000153,,,,,,40.29999924,43.5,,,,,,,
Indonesia,IDN,"Malnutrition prevalence, weight for age (% of children under 5)",SH.STA.MALN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.90000153,,31,,,29.79999924,,,27.39999962,,,25.79999924,22.79999924,24.79999924,23.39999962,23,23.10000038,19.70000076,24.39999962,,19.60000038,,,18.60000038,,,
"Iran, Islamic Rep.",IRN,"Malnutrition prevalence, weight for age (% of children under 5)",SH.STA.MALN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.80000019,,,9.5,,,,,,4.599999905,,,,,,,,,
Iraq,IRQ,"Malnutrition prevalence, weight for age (% of children under 5)",SH.STA.MALN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.39999962,,,,,,,,,12.89999962,,,10.10000038,8,,7.099999905,,,,,,,
Ireland,IRL,"Malnutrition prevalence, weight for age (% of children under 5)",SH.STA.MALN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Isle of Man,IMY,"Malnutrition prevalence, weight for age (% of children under 5)",SH.STA.MALN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Israel,ISR,"Malnutrition prevalence, weight for age (% of children under 5)",SH.STA.MALN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Italy,ITA,"Malnutrition prevalence, weight for age (% of children under 5)",SH.STA.MALN.ZS,,,,,,,,,,,,,,,,,1.299999952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jamaica,JAM,"Malnutrition prevalence, weight for age (% of children under 5)",SH.STA.MALN.ZS,,,,,,,,,,,,,,,,,,,8.100000381,,,,,,,,,,,6.300000191,,4,7,8.899999619,4.5,4,5.599999905,3.5,3.400000095,2.299999952,3.799999952,4.099999905,2.599999905,,3.099999905,,3.700000048,1.799999952,2,,3.200000048,,,
Japan,JPN,"Malnutrition prevalence, weight for age (% of children under 5)",SH.STA.MALN.ZS,,,,,,,,,,,,,,,,,,,,,3.200000048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jordan,JOR,"Malnutrition prevalence, weight for age (% of children under 5)",SH.STA.MALN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.800000191,,,,,,,3.799999952,,,,,3.599999905,,,,,,,1.899999976,,,,
Kazakhstan,KAZ,"Malnutrition prevalence, weight for age (% of children under 5)",SH.STA.MALN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.699999809,,,,3.799999952,,,,,,,4.900000095,,,,3.700000048,,,
Kenya,KEN,"Malnutrition prevalence, weight for age (% of children under 5)",SH.STA.MALN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.10000038,19.79999924,,,,17.60000038,,17.5,,,16.5,,18.39999962,,,,16.39999962,,,,
Kiribati,KIR,"Malnutrition prevalence, weight for age (% of children under 5)",SH.STA.MALN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,11.30000019,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Korea, Dem. Rep.",PRK,"Malnutrition prevalence, weight for age (% of children under 5)",SH.STA.MALN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.70000076,,17.79999924,,20.60000038,,,,,18.79999924,,,,
"Korea, Rep.",KOR,"Malnutrition prevalence, weight for age (% of children under 5)",SH.STA.MALN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.899999976,,,,,,,,,,
Kosovo,KSV,"Malnutrition prevalence, weight for age (% of children under 5)",SH.STA.MALN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kuwait,KWT,"Malnutrition prevalence, weight for age (% of children under 5)",SH.STA.MALN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,5.599999905,,,,,,,,,,9.199999809,,1.5,,,,,2.200000048,2.099999905,2.299999952,2.799999952,2.700000048,2.700000048,2.900000095,2.299999952,1.700000048,1.700000048,2.099999905,2.200000048,
Kyrgyz Republic,KGZ,"Malnutrition prevalence, weight for age (% of children under 5)",SH.STA.MALN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.199999809,,,,,,,,,2.700000048,,,,,,,
Lao PDR,LAO,"Malnutrition prevalence, weight for age (% of children under 5)",SH.STA.MALN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.79999924,35.90000153,,,,,,36.40000153,,,,,,31.60000038,,,,,,,
Latin America & Caribbean (all income levels),LCN,"Malnutrition prevalence, weight for age (% of children under 5)",SH.STA.MALN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Latin America & Caribbean (developing only),LAC,"Malnutrition prevalence, weight for age (% of children under 5)",SH.STA.MALN.ZS,,,,,,,,,,,,,,,,,,,,,10.61146,,,,,8.75498,,,,,7.635645,,,,,6.155487,,,,,4.946888,,,,,3.965564,,,,,3.17241,,2.900106,
Latin America and the Caribbean (IFC classification),CLA,"Malnutrition prevalence, weight for age (% of children under 5)",SH.STA.MALN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Latvia,LVA,"Malnutrition prevalence, weight for age (% of children under 5)",SH.STA.MALN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Least developed countries: UN classification,LDC,"Malnutrition prevalence, weight for age (% of children under 5)",SH.STA.MALN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lebanon,LBN,"Malnutrition prevalence, weight for age (% of children under 5)",SH.STA.MALN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5,,,,,,,,4.199999809,,,,,,,,,
Lesotho,LSO,"Malnutrition prevalence, weight for age (% of children under 5)",SH.STA.MALN.ZS,,,,,,,,,,,,,,,,,15.19999981,,,,,,,,,,,,,,,,13.80000019,18.89999962,,,,,,,15,,,,16.60000038,,,,,13.5,,,,
Liberia,LBR,"Malnutrition prevalence, weight for age (% of children under 5)",SH.STA.MALN.ZS,,,,,,,,,,,,,,,,,17.79999924,,,,,,,,,,,,,,,,,,,,,,,,22.79999924,,,,,,,20.39999962,,,,,,
Libya,LBY,"Malnutrition prevalence, weight for age (% of children under 5)",SH.STA.MALN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.300000191,,,,,,,,,,,,5.599999905,,,,,,
Liechtenstein,LIE,"Malnutrition prevalence, weight for age (% of children under 5)",SH.STA.MALN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lithuania,LTU,"Malnutrition prevalence, weight for age (% of children under 5)",SH.STA.MALN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Low & middle income,LMY,"Malnutrition prevalence, weight for age (% of children under 5)",SH.STA.MALN.ZS,,,,,,,,,,,,,,,,,,,,,36.90501818,,,,,32.31731701,,,,,28.12392471,,,,,25.52198935,,,,,23.21473592,,,,,20.62277505,,,,,17.96183035,,16.96981266,
Low income,LIC,"Malnutrition prevalence, weight for age (% of children under 5)",SH.STA.MALN.ZS,,,,,,,,,,,,,,,,,,,,,49.79816,,,,,44.87664,,,,,39.8919,,,,,35.27775,,,,,30.92273,,,,,26.88205,,,,,23.19208,,21.81894,
